number	kind	category	title	labels	updated_at	url
833	issue	issue-bug	[Bug]: 	bug	2023-09-29T07:02:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/833
831	issue	issue-bug	[Bug]:multi date tag colors [ between now and [x] before now ] longest x overide other x's color	bug	2023-09-25T22:34:08Z	https://github.com/obsidian-community/obsidian-kanban/issues/831
830	issue	issue-bug	[Bug]: "Copy Link to Card" links to wrong card, if the card was created by "Duplicate card"	bug	2023-10-20T05:01:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/830
826	issue	issue-feature-request	[Feature]: Better way to move cards between lists	enhancement	2024-11-21T08:52:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/826
824	issue	issue-feature-request	[Feature]: 希望看板支持下大纲的点击切换	enhancement	2023-09-01T04:51:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/824
822	issue	issue-bug	[Bug]: Card created don't linked to the Calendars	bug	2023-08-31T08:34:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/822
821	issue	issue-data-integrity	[Feature]:  Option to save what is selected in a dropdown	enhancement	2023-08-29T07:36:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/821
819	issue	issue-feature-request	[Feature]: 	enhancement	2023-08-27T14:05:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/819
818	issue	issue-bug	[Bug]: 'Add list' button text is always white in light mode	bug	2024-03-24T17:47:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/818
815	issue	issue-feature-request	[Feature]: Kanban Board in a normal note	enhancement	2023-09-30T19:45:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/815
814	issue	issue-feature-request	[Feature]: Option to create a new Note when new Ticket is created 	enhancement	2023-09-20T23:12:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/814
813	issue	issue-feature-request	[Feature]: Folder name is always displayed in kanban ex: Kanban Tickets/Ticket NameSomething	enhancement	2023-08-13T14:44:01Z	https://github.com/obsidian-community/obsidian-kanban/issues/813
812	issue	issue-feature-request	[Feature]: Add a way to put a list below another list.	enhancement	2024-10-22T21:29:32Z	https://github.com/obsidian-community/obsidian-kanban/issues/812
811	issue	issue-bug	[Bug]: Calendar cursor navigation does not consider alternate first day of the week 	bug	2023-08-11T11:28:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/811
810	issue	issue-performance	[Bug]: calendar current date doesn't change until application is restarted	bug	2023-08-06T17:31:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/810
808	issue	issue-bug	[Bug]: date code appearing	bug	2023-09-13T14:38:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/808
804	issue	issue-feature-request	[Feature]: Option to disable 'More options' dots on cards	enhancement	2024-01-10T08:11:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/804
802	issue	issue-mobile-i18n	[Bug]: Adding 15+ cards to a single list causes a bug on mobile	bug	2023-07-22T17:45:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/802
801	issue	issue-bug	[Bug]: Display Tag Colours Not Working	bug	2024-01-01T18:30:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/801
799	issue	issue-feature-request	[Feature]: Colored Tags for Tags of linked cards as well	enhancement	2023-07-17T11:58:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/799
798	issue	issue-bug	[Bug]: Custom Task Statuses Not Preserved	bug	2023-07-13T03:56:39Z	https://github.com/obsidian-community/obsidian-kanban/issues/798
797	issue	issue-feature-request	[Feature]: Dynamic Note folder	enhancement	2023-07-12T21:38:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/797
794	issue	issue-feature-request	[Feature]: paste path to file outside of vault as markdown link	enhancement	2023-06-28T13:55:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/794
793	issue	issue-bug	[Bug]: 	bug	2023-06-26T15:23:33Z	https://github.com/obsidian-community/obsidian-kanban/issues/793
792	issue	issue-feature-request	[Feature]: hope Line break use markdown format instead of `<br>`	enhancement	2023-06-20T09:41:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/792
791	issue	issue-settings	[Feature]: Apply date color settings to relative dates	enhancement	2023-06-16T22:13:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/791
790	issue	issue-feature-request	[Feature]: Priority 	enhancement	2023-08-29T18:05:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/790
789	issue	issue-feature-request	[Feature]: Card Weights and List Totals	enhancement	2023-06-15T15:45:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/789
788	issue	issue-feature-request	[Feature]: Trello integration	enhancement	2024-01-13T13:54:28Z	https://github.com/obsidian-community/obsidian-kanban/issues/788
787	issue	issue-bug	[Bug]: Plugin reformats `yml` front matter undesirably 	bug	2023-06-04T19:38:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/787
786	issue	issue-feature-request	[Feature]: emit creation path at `kanban:card-added` event	enhancement	2023-06-03T11:15:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/786
785	issue	issue-bug	[Bug]: Create new notes each time I click on a card	bug	2023-06-03T09:15:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/785
783	issue	issue-bug	[Bug]: Embedding Kanban in Callout renders a gap	bug	2023-05-29T07:49:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/783
782	issue	issue-feature-request	[Feature]: Move archived note to other folder	enhancement	2023-05-19T15:00:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/782
781	issue	issue-feature-request	[Feature]: Percentage Complete	enhancement	2023-05-17T16:33:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/781
780	issue	issue-bug	[Bug]: Default Folder per Kanban Board	bug	2023-05-24T14:45:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/780
779	issue	issue-performance	[Bug]: Typing lag if opened in split window	bug	2023-11-26T19:56:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/779
778	issue	issue-bug	[Bug]: "Link dates to daily notes" doesn't support date format	bug	2024-06-14T20:45:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/778
774	pull-request	pr-unclassified-review	[WIP] Change table to definition list in MetadataTable		2024-04-28T23:37:17Z	https://github.com/obsidian-community/obsidian-kanban/pull/774
770	issue	issue-feature-request	[Feature]: Assign tasks to people	enhancement	2026-03-26T00:39:48Z	https://github.com/obsidian-community/obsidian-kanban/issues/770
768	issue	issue-feature-request	[Feature]: Option to move completed cards to bottom of list	enhancement	2023-05-09T04:30:16Z	https://github.com/obsidian-community/obsidian-kanban/issues/768
767	issue	issue-feature-request	[Feature]: Embed Kanban into cavnas for use.	enhancement	2023-09-11T00:21:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/767
766	issue	issue-mobile-i18n	Submit button not working with mouse / trackpad on iPad	bug	2023-04-30T15:29:37Z	https://github.com/obsidian-community/obsidian-kanban/issues/766
765	issue	issue-feature-request	[Feature]: Check the box and the card goes to Archive	enhancement	2024-11-29T01:17:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/765
761	issue	issue-feature-request	[Feature]: Enable Tasks Plugin Modal in Kanban view	enhancement	2025-03-28T07:05:39Z	https://github.com/obsidian-community/obsidian-kanban/issues/761
759	issue	issue-bug	[Bug]: can't open file explorer links	bug	2023-04-13T03:02:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/759
758	issue	issue-bug	[Bug]: Error with Kanban 1.5.2 in sidebar at startup of Obsidian 1.1.16	bug	2023-04-10T20:46:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/758
756	issue	issue-feature-request	[Feature]: Ribbon command for creating a new Kanban Board	enhancement	2024-01-31T15:43:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/756
755	issue	issue-performance	[Feature]: Change the Color of the different Kanban Lists	enhancement	2025-11-21T16:25:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/755
754	issue	issue-bug	[Bug]: "Copy Link to Card" links don't work as expected	bug	2023-03-25T06:38:33Z	https://github.com/obsidian-community/obsidian-kanban/issues/754
751	issue	issue-performance	[Bug]: Moving of cards in a large board on mobile is extremely slow and laggy	bug	2024-10-25T12:44:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/751
749	issue	issue-feature-request	[Feature]: Card datetime logs	enhancement	2023-03-20T14:44:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/749
746	issue	issue-feature-request	[Feature]: Improve checkbox usage	enhancement	2023-03-14T10:34:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/746
745	issue	issue-bug	[Bug]: Dates are not highlighted	bug	2023-04-06T21:41:29Z	https://github.com/obsidian-community/obsidian-kanban/issues/745
744	issue	issue-feature-request	[question]: is it possible that the cards in a list are in separated notes within the Kanban board; rather that a single note for all the board?	enhancement	2023-03-11T17:42:16Z	https://github.com/obsidian-community/obsidian-kanban/issues/744
742	issue	issue-bug	[Bug]: Cannot drag cards and lists when using obsidian under Debian GNOME	bug	2023-03-03T11:24:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/742
741	issue	issue-settings	[Feature]: Add setting to automatically add text to new cards from a note, and or a time.	enhancement	2023-03-03T05:38:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/741
740	issue	issue-feature-request	[Feature]: Create Kanban Board from Template	enhancement	2023-03-02T02:23:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/740
739	issue	issue-feature-request	[Feature]: Coloured card tags	enhancement	2023-05-24T09:59:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/739
738	issue	issue-feature-request	[Feature]: Portfolio management	enhancement	2023-02-22T20:16:32Z	https://github.com/obsidian-community/obsidian-kanban/issues/738
737	issue	issue-feature-request	[Feature]: Add data and time support for full calendar	enhancement	2023-02-20T04:00:08Z	https://github.com/obsidian-community/obsidian-kanban/issues/737
736	issue	issue-feature-request	[Feature]: More Sophisticated Date Parsing and Selection (Code to implement included)	enhancement	2023-02-15T22:23:39Z	https://github.com/obsidian-community/obsidian-kanban/issues/736
735	issue	issue-performance	[Bug]: plugin options (settings dialog) freezes	bug	2025-02-01T02:18:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/735
734	issue	issue-data-integrity	[Bug]: Tasks not saved somtimes	bug	2023-02-11T17:58:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/734
733	issue	issue-bug	[Bug]: Clicking on Canvas Link in Kanban triggers "Open in App" dialog, instead of opening the canvas in Obsidian.	bug	2023-11-05T10:43:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/733
732	issue	issue-bug	[Bug]: When switching to markdown view, the menu emtry to switch back is missing.	bug	2023-09-22T07:24:18Z	https://github.com/obsidian-community/obsidian-kanban/issues/732
731	issue	issue-bug	[Bug]: Initial entry of a task query does not render correctly in kanban card	bug	2023-02-04T20:55:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/731
730	issue	issue-bug	[Bug]: check boxes are cutted	bug	2023-02-01T19:23:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/730
729	issue	issue-support-or-unclassified	Is this plugin active?		2023-02-01T19:14:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/729
728	issue	issue-bug	[Bug]: The  template function cannot working	bug	2024-04-15T04:08:29Z	https://github.com/obsidian-community/obsidian-kanban/issues/728
727	issue	issue-feature-request	[Feature]: Always commit edit when exiting edit mode	enhancement	2025-04-07T20:52:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/727
724	issue	issue-performance	[Bug]: Plugin fails to load on ChromeOS	bug	2023-01-17T23:10:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/724
723	issue	issue-feature-request	[Feature]: Snap to list	enhancement	2023-01-16T15:57:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/723
722	issue	issue-bug	[Bug]: list has multiplied when new card is created	bug	2023-02-17T07:20:43Z	https://github.com/obsidian-community/obsidian-kanban/issues/722
721	issue	issue-feature-request	[Feature]: Horizontal allignment	enhancement	2024-03-12T16:13:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/721
720	issue	issue-bug	[Bug]: (Minor) When title of Kanban column ends with digits in (), digits are displayed as # of cards in this column	bug	2023-01-10T06:26:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/720
719	issue	issue-feature-request	[Feature]: Creating notes from cards should place them in the same folder as the board	enhancement	2025-04-09T14:06:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/719
718	issue	issue-feature-request	[Feature]: Get Tags from Linked Notes	enhancement	2024-03-17T19:45:45Z	https://github.com/obsidian-community/obsidian-kanban/issues/718
717	issue	issue-feature-request	[Feature]: add a sumbit button when editing card	enhancement	2023-01-06T15:39:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/717
714	issue	issue-bug	[Bug]: Subbullet checkboxes are partially cut of on the left	bug	2023-02-20T10:28:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/714
713	issue	issue-bug	[Bug]: Dataview metadata in YAML frontmatter is rewritten	bug	2023-04-24T19:05:51Z	https://github.com/obsidian-community/obsidian-kanban/issues/713
712	issue	issue-feature-request	[Feature]: Read-only mode	enhancement	2022-12-30T09:15:25Z	https://github.com/obsidian-community/obsidian-kanban/issues/712
711	issue	issue-bug	[Bug]: 	bug	2022-12-29T15:51:28Z	https://github.com/obsidian-community/obsidian-kanban/issues/711
710	issue	issue-bug	[Bug]: "kanban-plugin":"basic" is not a valid attribute name	bug	2023-01-13T07:39:48Z	https://github.com/obsidian-community/obsidian-kanban/issues/710
709	issue	issue-bug	[Bug]: Always insert todo blank column	bug	2022-12-27T09:02:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/709
708	issue	issue-feature-request	[Feature]: Add events to Kanban	enhancement	2022-12-25T01:45:51Z	https://github.com/obsidian-community/obsidian-kanban/issues/708
707	issue	issue-bug	[Bug]: Date picker not working or updating set dates	bug	2023-02-15T19:47:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/707
706	issue	issue-feature-request	[Feature]: Allow moving cards between boards		2023-01-15T13:34:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/706
705	issue	issue-bug	[Bug]: Left side of checkboxes cropped out in inside checkbox lists	bug	2023-01-28T20:24:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/705
704	issue	issue-bug	[Bug]: Unable to display hidden callout contents	bug	2022-12-22T17:53:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/704
703	issue	issue-settings	[Bug]: Both *New line trigger* settings trigger new line on iPad—neither complete editing	bug	2022-12-22T11:05:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/703
702	issue	issue-mobile-i18n	[Bug]: Panning/scrolling on mobile (Android) activates links	bug	2023-05-16T17:04:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/702
701	issue	issue-bug	[Bug]: Cannot use command + option + click to open a link to the right	bug	2023-01-06T15:49:54Z	https://github.com/obsidian-community/obsidian-kanban/issues/701
700	issue	issue-mobile-i18n	[Bug]: Cannot submit new card with cursor/trackpad on iPad 	bug	2024-04-26T21:11:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/700
699	issue	issue-bug	[Bug]: Contents of one of my kanban board just disapeared	bug	2022-12-18T16:46:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/699
698	issue	issue-feature-request	[Feature]: Display file-name of embeds as card-title; extracting tags and dates for below	enhancement	2022-12-18T14:38:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/698
697	issue	issue-feature-request	[Feature]: Display Embeds without the need to be a bullet point	enhancement	2022-12-18T14:34:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/697
696	issue	issue-bug	[Bug]: Tags don't display at all	bug	2024-04-27T13:39:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/696
695	issue	issue-settings	[Bug]: Local Setting maximum number of archived card doesn't work	bug	2022-12-14T06:01:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/695
694	issue	issue-feature-request	[Feature]: Ability to embed Kanban in a Canvas	enhancement	2023-02-22T16:50:18Z	https://github.com/obsidian-community/obsidian-kanban/issues/694
693	issue	issue-bug	[Bug]: Kanban will sometimes have issues if left open for long periods of time	bug	2023-07-16T07:30:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/693
692	issue	issue-feature-request	[Feature]: Add Scrollbar to List	enhancement	2022-12-13T04:07:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/692
691	issue	issue-bug	[Bug]: Duplicate template content in notes more than two folders deep.	bug	2022-12-08T23:27:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/691
690	issue	issue-feature-request	[Feature]: Drag&Drop or Copy/Paste cards between Kanban and Canvas.	enhancement	2022-12-08T11:58:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/690
687	issue	issue-feature-request	[Feature]: option for quick copying of a card	enhancement	2023-03-05T10:13:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/687
686	issue	issue-feature-request	[Feature]: option to make the overall board take 100% of the width	enhancement	2022-11-25T10:57:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/686
685	issue	issue-feature-request	[Feature]: Add a date when a card is completed - in the same way you can when archived	enhancement	2023-12-21T03:02:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/685
684	issue	issue-feature-request	[Feature]: Links with other kanban files items	enhancement	2022-11-22T05:33:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/684
682	issue	issue-bug	[Bug]: Failed to enable plugin in 1.0	bug	2022-11-15T21:20:41Z	https://github.com/obsidian-community/obsidian-kanban/issues/682
680	issue	issue-bug	[Bug]: Turn off the tab title bar but still exist in kanban view	bug	2022-11-10T15:56:54Z	https://github.com/obsidian-community/obsidian-kanban/issues/680
679	issue	issue-feature-request	[Feature]: Support for obsidian projects plugin	enhancement	2022-11-16T21:31:30Z	https://github.com/obsidian-community/obsidian-kanban/issues/679
678	issue	issue-bug	[Bug]: 	bug	2022-11-07T17:52:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/678
677	issue	issue-bug	[Bug]: A scroll bar appears on the right	bug	2024-01-03T10:58:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/677
676	issue	issue-bug	[Bug]: didn't support new tab/new group/new window feature when click card note	bug	2022-11-05T08:36:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/676
674	issue	issue-feature-request	[Feature]: Display subtasks	enhancement	2025-01-23T15:04:08Z	https://github.com/obsidian-community/obsidian-kanban/issues/674
673	issue	issue-bug	[Bug]: Button text invisible	bug	2022-10-28T17:14:05Z	https://github.com/obsidian-community/obsidian-kanban/issues/673
672	issue	issue-feature-request	[Feature]: Time tracking	enhancement	2024-10-17T10:18:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/672
670	issue	issue-performance	[Bug]: Slow down / freeze, when opening "new note from card"	bug	2022-11-02T15:38:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/670
668	issue	issue-bug	[Bug]: Checkbox Cycle Hotkey does not work	bug	2023-01-06T21:38:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/668
667	issue	issue-feature-request	[Feature]: Wildcard Tag color matching	enhancement	2023-07-09T02:54:21Z	https://github.com/obsidian-community/obsidian-kanban/issues/667
666	issue	issue-bug	[Bug]: Switching away from kanban board no longer maintain reading-mode status in split pane layout	bug	2022-10-20T03:59:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/666
665	issue	issue-mobile-i18n	[Bug]: "+Add a card" not showing up on IOS for long kanban lists	bug	2024-02-01T17:59:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/665
662	issue	issue-feature-request	Feature Request: Switching between Kanban- and Markdown-View		2022-12-09T12:40:33Z	https://github.com/obsidian-community/obsidian-kanban/issues/662
661	issue	issue-feature-request	[Feature]: Add board actions as Hotkeys/Commands	enhancement	2022-10-15T22:04:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/661
659	issue	issue-feature-request	[Feature]: Kaban input based on Dataview query of tasks	enhancement	2022-10-26T08:45:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/659
658	issue	issue-bug	[Bug]: Some items are not displaying correctly	bug	2022-10-20T17:47:18Z	https://github.com/obsidian-community/obsidian-kanban/issues/658
656	issue	issue-bug	[Bug]: date colors not affecting text nor the relative date	bug	2023-09-05T15:54:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/656
655	issue	issue-bug	[Bug]: Blockquotes are not Rendered; Callouts are missing icon in Kanban Items	bug	2022-10-09T17:07:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/655
654	issue	issue-feature-request	[Feature]: Invested Time Tracking | Pomodoro timer	enhancement	2022-10-09T10:37:29Z	https://github.com/obsidian-community/obsidian-kanban/issues/654
653	issue	issue-performance	changing card color by tags		2022-10-11T17:19:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/653
652	issue	issue-bug	[Bug]: 	bug	2022-10-18T11:57:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/652
651	issue	issue-feature-request	[Feature]: Colour kanban cards based on tag used		2025-04-02T14:51:59Z	https://github.com/obsidian-community/obsidian-kanban/issues/651
650	issue	issue-feature-request	[Feature]: Swimlanes would be awesome	enhancement	2022-10-06T17:29:30Z	https://github.com/obsidian-community/obsidian-kanban/issues/650
649	issue	issue-bug	[Bug]:  tags don't show up for meta data 	bug	2024-04-27T13:40:50Z	https://github.com/obsidian-community/obsidian-kanban/issues/649
647	issue	issue-bug	[Bug]: Some Markdown Syntax not parsed/hidden in Cards	bug	2023-04-18T12:42:03Z	https://github.com/obsidian-community/obsidian-kanban/issues/647
646	issue	issue-feature-request	[Feature]: Fuzzy searching	enhancement	2022-09-28T06:26:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/646
645	issue	issue-settings	[Feature]: Maintain sort settings in lanes	enhancement	2022-09-28T02:07:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/645
644	issue	issue-support-or-unclassified	Switching from Kanban to a Note and back Results in Kanban breaking until Restart		2022-10-21T23:37:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/644
639	issue	issue-mobile-i18n	[Bug]: (v 1.3.17) Plugin deactivates on iPad	bug	2022-09-28T22:08:32Z	https://github.com/obsidian-community/obsidian-kanban/issues/639
638	issue	issue-bug	[Bug]:  Cannot Use context menu to correct spelling. 	bug	2022-09-14T04:11:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/638
636	issue	issue-bug	[Bug]: Cannot create a hyperlink in Kanban mode	bug	2022-09-13T20:09:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/636
633	issue	issue-feature-request	[Feature]: Allow inserting templates into cards	enhancement	2023-07-16T07:42:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/633
632	issue	issue-bug	[Bug]: new note from card discards urls	bug	2022-09-07T12:34:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/632
629	issue	issue-feature-request	[feature] Collapse / hide list		2025-04-17T17:28:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/629
627	issue	issue-bug	[Bug]: Editing card in 0.16 with multiple lines does not expand	bug	2022-09-02T04:31:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/627
625	issue	issue-feature-request	[Feature]: separate title and content on card	enhancement	2026-01-23T01:59:03Z	https://github.com/obsidian-community/obsidian-kanban/issues/625
624	issue	issue-bug	[Bug]: Dropping live preview link in 0.16 creates an invisible link	bug	2022-08-25T05:12:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/624
622	issue	issue-feature-request	[Feature]: show checkbox only on hover	enhancement	2022-08-22T03:55:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/622
621	issue	issue-feature-request	[Feature]: Font size option	enhancement	2023-12-08T01:35:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/621
619	issue	issue-feature-request	[Feature]: Add option to enable party.js effects for checkboxes and lists	enhancement	2022-08-15T05:03:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/619
618	issue	issue-performance	[Bug]: Plugin doesn't load on Chromebook	bug	2022-12-21T13:22:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/618
617	issue	issue-bug	[Bug]: Drag and drop not working on Debian (any 1.3 version)	bug	2022-12-08T04:27:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/617
614	issue	issue-feature-request	[Feature]: Add option to prioritize cards	enhancement	2022-09-12T22:31:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/614
613	issue	issue-feature-request	[Feature]: suggestion for more more small operations	enhancement	2022-08-09T03:02:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/613
612	issue	issue-feature-request	[Feature]: Auto finish editing a card on editing box focus loss	enhancement	2022-08-05T08:33:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/612
607	issue	issue-bug	[Bug]: Drag drop stops working in secondary window if main window isn't visible	bug	2022-08-02T01:03:43Z	https://github.com/obsidian-community/obsidian-kanban/issues/607
605	issue	issue-feature-request	[Feature]: Link to existing note instead of importing a copy when dropped from another app	enhancement	2022-07-30T01:50:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/605
603	issue	issue-performance	[Bug]: Crashes with "ResizeObserver loop limit exceeded" or hangs in requestAnimationFrame loop	bug	2022-07-30T18:41:32Z	https://github.com/obsidian-community/obsidian-kanban/issues/603
602	issue	issue-settings	[Feature]: Setting Toggle To Automatically Create A Note When A New Card Is Created	enhancement	2022-07-28T03:41:32Z	https://github.com/obsidian-community/obsidian-kanban/issues/602
598	issue	issue-feature-request	[Feature]: Hotkey for "Add a Card"	enhancement	2026-01-07T00:01:51Z	https://github.com/obsidian-community/obsidian-kanban/issues/598
596	issue	issue-bug	[Bug]: Middle click (scroll button) on wikilink opens two new panes	bug	2022-08-10T10:49:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/596
595	issue	issue-bug	[Bug]: Use "![[]]" in Kanban to display block task, unable to complete/cancel task（multi-level）	bug	2022-07-27T02:31:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/595
594	issue	issue-bug	[Bug]: On an existing link, adding "#" to point to the title will add extra symbols	bug	2022-07-27T02:24:58Z	https://github.com/obsidian-community/obsidian-kanban/issues/594
593	issue	issue-bug	[Bug]: In v0.15.6, using "![[]]" to associate files in a new window kanban will  error	bug	2022-07-24T16:37:08Z	https://github.com/obsidian-community/obsidian-kanban/issues/593
591	issue	issue-bug	[Bug]: dataview inline metadata is not rendering	bug,dataview,markdown-post-proc	2023-07-22T23:30:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/591
589	issue	issue-feature-request	[Feature]: Per-lane width	enhancement	2023-09-29T20:42:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/589
587	issue	issue-bug	[Bug]: in v0.15.5, in Kanban opened in a new window, cards cannot be dragged between columns	bug,can't repro	2022-07-24T10:26:21Z	https://github.com/obsidian-community/obsidian-kanban/issues/587
586	issue	issue-feature-request	[Feature]: Export all the kanban board notes content to one file	enhancement	2023-09-18T10:33:29Z	https://github.com/obsidian-community/obsidian-kanban/issues/586
585	issue	issue-feature-request	[Feature]: Preview Highlight When Following Link To Card	enhancement,planned	2022-12-26T07:59:29Z	https://github.com/obsidian-community/obsidian-kanban/issues/585
583	issue	issue-bug	[Bug]: When using Sliding Panes and Kanban plugins together, drag and drop cards can fall into another kanban behind the current one.	bug,needs investigation,3rd party plugin	2022-07-24T03:18:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/583
580	issue	issue-mobile-i18n	[Bug]: Drag/Drop with trackpad isn't reliable iPadOS	bug	2022-07-04T13:38:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/580
579	issue	issue-mobile-i18n	[Bug]: Enter doesn't create new card on iPad	bug	2024-11-03T09:06:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/579
577	issue	issue-feature-request	[Feature]: Shift+Drag to Duplicate	enhancement	2022-07-03T10:00:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/577
