number	kind	category	title	labels	updated_at	url
1222	pull-request	v1-included	Fix: date/time-trigger syntax leaking into filename on "New note from Card"		2026-07-16T03:33:00Z	https://github.com/obsidian-community/obsidian-kanban/pull/1222
1221	pull-request	v1-included	fix: clear stale kanbanFileModes, enable _loaded flag, fallback window in addView		2026-07-10T14:34:06Z	https://github.com/obsidian-community/obsidian-kanban/pull/1221
1220	issue	issue-feature-request	[Feature]: Optionally hide future tasks	enhancement	2026-06-30T17:47:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/1220
1219	issue	issue-feature-request	[Feature]: support date format of "@due(2026-07-17)"	enhancement	2026-06-17T15:42:30Z	https://github.com/obsidian-community/obsidian-kanban/issues/1219
1217	issue	issue-mobile-i18n	Collapsed column header renders CJK upside-down (rotate(180deg) flips glyphs in vertical writing mode)		2026-06-06T04:16:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/1217
1216	pull-request	v1-included	fix: cards use --radius-m instead of --input-radius (fixes iOS/iPadOS 26 blob corners)		2026-06-06T00:03:19Z	https://github.com/obsidian-community/obsidian-kanban/pull/1216
1215	issue	issue-mobile-i18n	Cards render absurdly rounded on iOS/iPadOS 26 (card borrows --input-radius)		2026-06-06T00:02:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/1215
1214	pull-request	pr-feature-review	feat(i18n): add Traditional Chinese (Taiwan) zh-TW locale		2026-06-05T23:46:51Z	https://github.com/obsidian-community/obsidian-kanban/pull/1214
1212	issue	issue-feature-request	[Feature]: When checkbox is checked move card to a chosen list	enhancement	2026-05-27T18:10:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/1212
1211	pull-request	v1-excluded-feature	Add optional insert-card button between cards		2026-05-21T15:36:36Z	https://github.com/obsidian-community/obsidian-kanban/pull/1211
1210	pull-request	v1-excluded-feature	Add undo and redo for Kanban actions		2026-05-13T20:54:38Z	https://github.com/obsidian-community/obsidian-kanban/pull/1210
1209	issue	issue-performance	[Bug]: Plugin "obsidian-kanban" is taking long to load.	bug	2026-05-16T16:19:37Z	https://github.com/obsidian-community/obsidian-kanban/issues/1209
1207	issue	issue-support-or-unclassified	There is a MUCH BETTER plugin that works on top of Bases. Maybe you should use it instead.		2026-05-26T10:38:48Z	https://github.com/obsidian-community/obsidian-kanban/issues/1207
1206	pull-request	duplicate-not-selected	Improve border-radius on mobile and fix awkward scrollbar behavior		2026-05-01T13:52:34Z	https://github.com/obsidian-community/obsidian-kanban/pull/1206
1205	issue	issue-feature-request	[Feature]: Add the ability to enter properties in the task	enhancement	2026-04-24T13:33:03Z	https://github.com/obsidian-community/obsidian-kanban/issues/1205
1204	issue	issue-mobile-i18n	[Bug]: CJK character orientation in collapsed lists	bug	2026-04-16T18:54:28Z	https://github.com/obsidian-community/obsidian-kanban/issues/1204
1203	issue	issue-bug	[Bug]: Whitespace-only card and list titles are accepted with no validation	bug	2026-04-07T04:11:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/1203
1201	issue	issue-performance	[Bug]: Dragging a note from the sidebar when a board is open lags the editor out significantly	bug	2026-03-25T21:51:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/1201
1198	pull-request	pr-feature-review	feat: implement auto-create linked notes on card add		2026-05-24T17:13:13Z	https://github.com/obsidian-community/obsidian-kanban/pull/1198
1195	pull-request	v1-excluded-feature	feat: move card to another kanban board from card menu		2026-03-11T13:41:12Z	https://github.com/obsidian-community/obsidian-kanban/pull/1195
1194	pull-request	v1-excluded-feature	Add cross-board card transfer		2026-03-11T03:36:53Z	https://github.com/obsidian-community/obsidian-kanban/pull/1194
1192	issue	issue-feature-request	[Feature]: Move Card from Kanban Board to other Kanban Board	enhancement	2026-03-05T07:13:54Z	https://github.com/obsidian-community/obsidian-kanban/issues/1192
1190	issue	issue-data-integrity	[Feature]: Delete All Cards In List / delete all completed cards	enhancement	2026-05-04T21:36:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/1190
1189	pull-request	pr-feature-review	feat: horizontal backlog		2026-06-09T10:03:24Z	https://github.com/obsidian-community/obsidian-kanban/pull/1189
1188	pull-request	v1-included	Fix: stop silently failing when failing to create new notes. fixes #1028		2026-02-25T16:49:38Z	https://github.com/obsidian-community/obsidian-kanban/pull/1188
1187	pull-request	pr-feature-review	feat: Add story points, due dates, priority levels, and task categories to Kanban cards		2026-02-28T04:53:54Z	https://github.com/obsidian-community/obsidian-kanban/pull/1187
1185	issue	issue-feature-request	[Feature]: Assign person to task	enhancement	2026-02-11T11:54:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/1185
1183	issue	issue-mobile-i18n	[Bug]: Excessive border-radius on Kanban cards clips content on mobile (iOS/iPhone)	bug	2026-02-28T02:08:54Z	https://github.com/obsidian-community/obsidian-kanban/issues/1183
1182	issue	issue-feature-request	[Feature]: Plan for new maintainers?	enhancement	2026-05-04T21:52:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/1182
1181	pull-request	pr-maintenance	docs: Improve landing page with navigation and getting started links (#1134)		2026-01-31T10:00:14Z	https://github.com/obsidian-community/obsidian-kanban/pull/1181
1180	pull-request	v1-included	fix: Correct CJK/emoji orientation in collapsed columns (#1098)		2026-01-31T09:59:32Z	https://github.com/obsidian-community/obsidian-kanban/pull/1180
1179	pull-request	v1-included	fix: Reduce drag scroll speed to prevent overshooting columns (#1110)		2026-01-31T09:56:10Z	https://github.com/obsidian-community/obsidian-kanban/pull/1179
1178	issue	issue-mobile-i18n	[Bug]: New card input has too much top padding (on mobile)	bug	2026-02-17T07:47:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/1178
1177	issue	issue-feature-request	[Feature]: Add option to automatically add today's date to card on creation	enhancement	2026-01-22T15:07:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/1177
1176	issue	issue-data-integrity	[Feature]: undo & redo for deleting cards, reordering, moving to other list	enhancement	2026-01-17T10:57:33Z	https://github.com/obsidian-community/obsidian-kanban/issues/1176
1175	issue	issue-feature-request	[Feature]: Embedded view functionality	enhancement	2026-01-10T03:26:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/1175
1172	issue	issue-bug	[Bug]: Multiline code block not rendered correctly	bug	2025-10-30T09:51:01Z	https://github.com/obsidian-community/obsidian-kanban/issues/1172
1170	issue	issue-feature-request	[Feature]: Menu option to copy the card text into clipboard	enhancement	2026-04-09T14:55:28Z	https://github.com/obsidian-community/obsidian-kanban/issues/1170
1169	pull-request	v1-included	fix: Ensure empty priority would be interpreted with correct value		2025-10-11T17:31:55Z	https://github.com/obsidian-community/obsidian-kanban/pull/1169
1168	issue	issue-performance	[Bug]: singboard.exe flagged as threat by corporate antivirus	bug	2025-09-29T07:48:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/1168
1167	issue	issue-bug	[Bug]: move line up or down fails	bug	2025-09-27T17:59:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/1167
1166	issue	issue-feature-request	[Feature]: Drag and drop too fast	enhancement	2025-12-16T09:56:05Z	https://github.com/obsidian-community/obsidian-kanban/issues/1166
1165	pull-request	pr-feature-review	Implement dynamic task query lanes feature with manual override and smart movement		2025-09-22T18:07:50Z	https://github.com/obsidian-community/obsidian-kanban/pull/1165
1163	issue	issue-data-integrity	[Bug]: Kanban board disappeared after git sync?	bug	2025-09-20T09:15:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/1163
1162	issue	issue-bug	[Bug]: Cannot drag to reorder list	bug	2025-11-24T11:44:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/1162
1161	issue	issue-feature-request	[Feature]: Options for the card drag&drop	enhancement	2025-09-06T19:44:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/1161
1160	issue	issue-bug	[Bug]: Dropping link on board causes the link to be opened	bug	2025-09-06T11:27:43Z	https://github.com/obsidian-community/obsidian-kanban/issues/1160
1159	issue	issue-settings	[Bug]: "Tag sort order" setting does nothing	bug	2025-09-03T17:11:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/1159
1158	issue	issue-feature-request	[Feature]: Use 2 spaces for indentation instead of four	enhancement	2025-09-02T04:02:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/1158
1157	issue	issue-support-or-unclassified	Is this project still maintained?		2025-11-29T01:14:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/1157
1156	pull-request	v1-included	Make mobile 'Submit' button work with a single tap		2025-08-26T21:29:46Z	https://github.com/obsidian-community/obsidian-kanban/pull/1156
1155	issue	issue-bug	[Bug]: No text is printed on Obsidian 1.9.10	bug	2025-11-14T10:50:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/1155
1154	issue	issue-feature-request	[Feature]: embedding the kanban board	enhancement	2025-08-31T10:14:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/1154
1152	issue	issue-support-or-unclassified	[Question]: Displaying card frontmatter in card footer		2025-08-15T20:25:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/1152
1151	pull-request	v2-data-safety-candidate	fix:Save card on lost focus if not empty		2026-05-20T04:59:44Z	https://github.com/obsidian-community/obsidian-kanban/pull/1151
1150	pull-request	pr-feature-review	feat: Add some Korean translation to KanbanView		2025-08-04T12:52:19Z	https://github.com/obsidian-community/obsidian-kanban/pull/1150
1149	issue	issue-data-integrity	Save card edits on blur (focus loss) without pressing Enter	enhancement	2025-08-03T07:51:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/1149
1148	issue	issue-bug	[Bug]: Does not work with Typewriter Scroll plug-in: Large vertical text field opens when creating new list or card	bug	2025-07-25T10:03:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/1148
1147	pull-request	v1-included	Fix keyboard shortcuts broken after adding new cards		2025-07-21T19:56:00Z	https://github.com/obsidian-community/obsidian-kanban/pull/1147
1146	issue	issue-data-integrity	[Feature]: Delete card note when deleting card	enhancement	2025-07-21T08:01:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/1146
1145	issue	issue-feature-request	[Feature]: Card note creation by double click	enhancement	2025-07-21T07:59:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/1145
1144	issue	issue-support-or-unclassified	Addon for this plugin: Kanban Extended Colors		2025-07-19T10:04:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/1144
1142	pull-request	pr-feature-review	Adds menu option to move card to next list (#1141)		2025-07-06T02:00:45Z	https://github.com/obsidian-community/obsidian-kanban/pull/1142
1141	issue	issue-feature-request	[Feature]: Add option to move card to next list	enhancement	2025-07-06T01:37:59Z	https://github.com/obsidian-community/obsidian-kanban/issues/1141
1140	pull-request	pr-feature-review	Add Copy to Calendar integration with Full Calendar plugin		2025-09-22T23:13:55Z	https://github.com/obsidian-community/obsidian-kanban/pull/1140
1139	pull-request	duplicate-not-selected	Reduce Scaling Modifier for Drag & Drop Scroll Speed		2025-06-23T02:13:17Z	https://github.com/obsidian-community/obsidian-kanban/pull/1139
1138	pull-request	pr-feature-review	Add Custom Task Icons for Kanban Columns		2025-10-31T18:28:24Z	https://github.com/obsidian-community/obsidian-kanban/pull/1138
1137	issue	issue-bug	[Bug]: New note from card	bug	2025-06-20T14:56:27Z	https://github.com/obsidian-community/obsidian-kanban/issues/1137
1136	issue	issue-bug	[Bug]:	bug	2025-06-02T00:13:30Z	https://github.com/obsidian-community/obsidian-kanban/issues/1136
1135	issue	issue-feature-request	[Feature]: Select multiple cards in order to perform bulk actions (like drag and drop multiple cards from one list into another)	enhancement	2025-05-31T01:38:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/1135
1134	issue	issue-mobile-i18n	Documentation site shows no sign that it is the documentation site on mobile		2025-05-15T02:47:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/1134
1133	pull-request	pr-feature-review	Add posibility to sort cards by fileMetadata (not only inlineMeta)		2025-05-07T09:17:14Z	https://github.com/obsidian-community/obsidian-kanban/pull/1133
1132	issue	issue-bug	[Bug]: Plugin blocks using keyboard shortcuts after switching to Markdown view	bug	2025-11-11T06:18:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/1132
1131	issue	issue-feature-request	[Feature]: Support hide column		2025-04-29T12:21:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/1131
1130	issue	issue-feature-request	[Feature]: 添加「繁體中文」或在繁中系統語言下顯示「簡體中文」而非英文	enhancement	2025-04-26T10:34:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/1130
1129	pull-request	pr-unclassified-review	Create hr.ts		2025-04-23T14:29:48Z	https://github.com/obsidian-community/obsidian-kanban/pull/1129
1128	issue	issue-bug	[Bug]: 求助一直创建不了	bug	2025-04-19T12:00:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/1128
1127	pull-request	pr-unclassified-review	Update ru.ts		2025-04-19T04:21:19Z	https://github.com/obsidian-community/obsidian-kanban/pull/1127
1126	issue	issue-feature-request	[Feature]: Add Option to Tag Cards via Right-Click Menu	enhancement	2025-04-16T09:56:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/1126
1125	issue	issue-feature-request	[Feature]: Support task queries	enhancement	2025-09-22T16:20:18Z	https://github.com/obsidian-community/obsidian-kanban/issues/1125
1123	issue	issue-data-integrity	[Bug]: The saving issue of the obsidian-kanban plugin	bug	2025-04-09T07:20:27Z	https://github.com/obsidian-community/obsidian-kanban/issues/1123
1122	issue	issue-mobile-i18n	[Feature]: Different default view on mobile/desktop	enhancement	2025-04-01T17:20:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/1122
1121	issue	issue-bug	[Bug]: Resizing Collumns in Table View inside a floating Window unresponsive	bug	2025-04-01T17:03:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/1121
1120	pull-request	pr-unclassified-review	Update Frontmatter limitations & gotchas.md		2025-04-01T15:04:41Z	https://github.com/obsidian-community/obsidian-kanban/pull/1120
1119	issue	issue-feature-request	[Feature]: Hope to increase the merging of multiple columns in collapsed state	enhancement	2025-03-31T09:37:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/1119
1118	issue	issue-bug	[Bug]: Tags sort order not work	bug	2025-05-29T17:30:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/1118
1117	issue	issue-feature-request	[Feature]: please make borders removeable.	enhancement	2025-10-30T19:16:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/1117
1116	issue	issue-feature-request	[Feature]: List Width Per Board	enhancement	2025-03-18T12:31:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/1116
1115	issue	issue-bug	[Bug]: Kanban extension not working.	bug	2025-03-19T15:05:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/1115
1114	issue	issue-feature-request	[Feature]: Master Kanban Board with Enhanced Navigation and Search	enhancement	2025-03-15T09:12:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/1114
1113	issue	issue-feature-request	[Feature]: Prepend (compact) + Append	enhancement	2025-03-11T00:28:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/1113
1112	issue	issue-performance	[Bug]: Using left- and right-arrow keys inside list title changes tab	bug	2025-03-10T07:59:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/1112
1111	issue	issue-bug	[Bug]: Glitch when moving card between lists with board displayed in a narrow tab	bug	2025-03-07T19:14:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/1111
1110	issue	issue-bug	[Bug]: Scroll speed too fast	bug	2025-06-23T01:34:45Z	https://github.com/obsidian-community/obsidian-kanban/issues/1110
1109	issue	issue-feature-request	[Feature]: Numbered list option	enhancement	2025-02-27T09:21:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/1109
1107	issue	issue-performance	[Bug]: Failed to load plugin	bug	2025-02-25T20:28:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/1107
1106	issue	issue-feature-request	[Feature]: please support nested children task function	enhancement	2025-02-21T02:11:03Z	https://github.com/obsidian-community/obsidian-kanban/issues/1106
1104	issue	issue-bug	[Bug]: Command palette is showing only the "Create new board" option	bug	2025-11-15T11:34:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/1104
1103	issue	issue-performance	[Bug]: When a note on the Kanban board is too long the input starts to lag.	bug	2025-02-06T16:00:02Z	https://github.com/obsidian-community/obsidian-kanban/issues/1103
1102	issue	issue-bug	[Bug]: Opening an active board with the Quick Switcher or URI turns it blank.	bug	2025-04-11T12:36:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/1102
1101	issue	issue-feature-request	[Feature]: Option of ignoring tags while creating new note from card	enhancement	2025-04-01T16:12:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/1101
1100	issue	issue-data-integrity	[Bug]: Clicking when adding a new card cancels the add operation and loses changes	bug	2025-03-19T20:42:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/1100
1099	issue	issue-feature-request	[Feature]: Support mixed use of board view and list view	enhancement	2025-03-07T10:15:06Z	https://github.com/obsidian-community/obsidian-kanban/issues/1099
1098	issue	issue-mobile-i18n	[Bug]: In boardview, when list is collapsed, Chinese Characters in the list title are upside down	bug	2026-04-25T05:42:40Z	https://github.com/obsidian-community/obsidian-kanban/issues/1098
1097	pull-request	pr-unclassified-review	Update Obsidian Kanban Plugin.md		2025-01-23T21:55:22Z	https://github.com/obsidian-community/obsidian-kanban/pull/1097
1096	issue	issue-bug	[Bug]: error message in console on renaming kanban board	bug	2025-01-23T14:58:01Z	https://github.com/obsidian-community/obsidian-kanban/issues/1096
1095	issue	issue-feature-request	[Feature]: 'Link property' to all notes in a list	enhancement	2025-01-22T08:01:41Z	https://github.com/obsidian-community/obsidian-kanban/issues/1095
1094	issue	issue-bug	[Bug]: Tag colour doesn't reset	bug	2025-01-20T12:19:50Z	https://github.com/obsidian-community/obsidian-kanban/issues/1094
1093	issue	issue-feature-request	[Feature]: Add a "merge duplicate" function	enhancement	2025-01-20T09:38:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/1093
1092	issue	issue-feature-request	[Feature]: Archive by column dimension	enhancement	2025-02-06T07:14:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/1092
1091	issue	issue-data-integrity	[Bug]: Edit changes lost when dragging different card	bug	2025-02-02T08:11:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/1091
1090	issue	issue-data-integrity	[Bug]: Archived cards get lost	bug	2025-01-29T09:13:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/1090
1089	issue	issue-feature-request	[Feature]: Display Card Title in Generated Links	enhancement	2025-01-11T09:41:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/1089
1088	issue	issue-feature-request	[Feature]: Use icons, defined in custom task types	enhancement	2025-01-11T03:58:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/1088
1087	pull-request	pr-feature-review	Add spanish localization		2025-01-06T23:50:34Z	https://github.com/obsidian-community/obsidian-kanban/pull/1087
1086	issue	issue-feature-request	[Feature]: When Archiving add the option to have the Original List Name Added to the Title	enhancement	2025-01-02T22:43:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/1086
1085	issue	issue-feature-request	[Feature]: Different display profiles for lists on phones and PCs.	enhancement	2025-01-02T14:00:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/1085
1084	issue	issue-feature-request	[Feature]: Add Card on click, not on Enter	enhancement	2025-01-01T17:14:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/1084
1083	issue	issue-mobile-i18n	Sort tags functions working on iPhone, but not iPad	bug	2024-12-23T01:02:33Z	https://github.com/obsidian-community/obsidian-kanban/issues/1083
1082	issue	issue-data-integrity	[Bug]: Deletes anything not formatted for Kanban board	bug	2024-12-22T23:46:51Z	https://github.com/obsidian-community/obsidian-kanban/issues/1082
1081	issue	issue-bug	[Bug]: All dates in dataview inline fields in the card are colored	bug	2024-12-20T13:32:44Z	https://github.com/obsidian-community/obsidian-kanban/issues/1081
1080	issue	issue-bug	[Bug]: Dataview inline field "due" not recognized	bug	2024-12-20T13:20:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/1080
1079	issue	issue-bug	[Bug]: Enter key nor Shift-Enter key adds card	bug	2024-12-11T22:00:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/1079
1078	issue	issue-bug	[Bug]: keeps converting my boards to a note	bug	2025-03-04T21:49:41Z	https://github.com/obsidian-community/obsidian-kanban/issues/1078
1075	issue	issue-bug	[Bug]: README contains link to roadmap, but the link is broken	bug	2024-11-21T08:57:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/1075
1073	pull-request	pr-feature-review	Add support for placing all Kanban data under specific level-1 header		2026-01-28T09:55:50Z	https://github.com/obsidian-community/obsidian-kanban/pull/1073
1072	issue	issue-bug	[Bug]: Vim mode editing kanban card does not write to file	bug	2024-11-17T18:36:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/1072
1071	pull-request	pr-feature-review	Feat: add toggle setting to place 'Move to List' card menu item at top		2024-11-17T10:13:54Z	https://github.com/obsidian-community/obsidian-kanban/pull/1071
1070	issue	issue-bug	[Bug]: Cards moved to a "Complete" list aren't marked as complete	bug	2024-11-15T16:54:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/1070
1069	issue	issue-bug	[Bug]: Extra --- added automatically on card	bug	2024-11-14T16:23:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/1069
